BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Pijpers2003283","Pijpers, J. R.(Rob); Oudejans, Raôul R. D.; Holsheimer, Floris & Bakker, Frank C.","Anxiety–performance relationships in climbing: a process-oriented approach ","Psychology of Sport and Exercise ",4,3,"","283 - 304",2003,"","","http://www.sciencedirect.com/science/article/pii/S1469029202000109","","","","","","","","","","","","","","","Anxiety, Sport climbing, Heart rate, Muscle tension, Blood lactate concentration, Entropy ","",""
7,"","Pohl200137","Pohl, Christian","How to bridge between natural and social sciences? An analysis of three approaches to transdisciplinary from the Swiss and German field of environmental research ","Nature Sciences Sociétés ",9,3,"","37 - 46",2001,"","","http://www.sciencedirect.com/science/article/pii/S1240130701800479","","","","","","","","","","","","","","","transdisciplinarity / transdisciplinary research methods / features of transdisciplinarity / environmental research / boundary work / boundary objects / ‘Earth System’ Analysis / History of Matter and Goods / Synoikos / collaboration between natural sciences and social sciences / collaboration between disciplines ","",""
7,"","Poulsen199177","Poulsen, Erik","Writing processes with word processing in teaching english as a foreign language ","Computers & Education ",16,1,"","77 - 81",1991,"","","http://www.sciencedirect.com/science/article/pii/036013159190045S","","","","","","","","","","","","","","","","",""
7,"","Price1997472","Price, Edward A. & Driscoll, Marcy P.","An Inquiry into the Spontaneous Transfer of Problem-Solving Skill ","Contemporary Educational Psychology ",22,4,"","472 - 494",1997,"","","http://www.sciencedirect.com/science/article/pii/S0361476X97909486","","","","","","","","","","","","","","","","",""
7,"","Price199687","Price, Howard","The anthropology of the supply chain: Fiefs, clans, witch-doctors and professors ","European Journal of Purchasing & Supply Management ",2,2–3,"","87 - 105",1996,"","","http://www.sciencedirect.com/science/article/pii/0969701295000240","","","","","","","","","","","","","","","supply chain management, innovation, anthropology ","",""
7,"","Prince1984109","Prince, David","Workplace english: Approach and analysis ","The \{ESP\} Journal ",3,2,"","109 - 116",1984,"","Special Issue ESP: Vocational \{ESL\} ","http://www.sciencedirect.com/science/article/pii/0272238084900210","","","","","","","","","","","","","","","","",""
7,"","Propa2015133","Propa, Goswami; Banwet, D. K. & Goswami, K. K.","Sustainable Operation Management Using the Balanced Score Card as a Strategic Tool - A Research Summary ","Procedia - Social and Behavioral Sciences ",189,,"","133 - 143",2015,"","Operations Management in Digital Economy ","http://www.sciencedirect.com/science/article/pii/S1877042815020005","","","","","","","","","","","","","","","Operation Management, Strategy centric perspectives, Balanced Scorecard, Transformation, Future growth, Sustainable ","",""
7,"","Protti2002221","Protti, Denis","A proposal to use a balanced scorecard to evaluate Information for Health: an information strategy for the modern \NHS\ (1998–2005) ","Computers in Biology and Medicine ",32,3,"","221 - 236",2002,"","Evaluation of Health Information Systems: Beyond Efficiency and E ffectiveness ","http://www.sciencedirect.com/science/article/pii/S0010482502000173","","","","","","","","","","","","","","","Information management, Information technology, Strategic plans, Evaluation, Balanced score cards ","",""
5,"978-1-84334-564-0","Raghavan201137","Raghavan, Ram","4 - Practical \HR\ ","",,,"","37 - 56",2011,"","","http://www.sciencedirect.com/science/article/pii/B9781843345640500040","Human Capital Management Challenges in India ","","","Chandos Asian Studies Series","Raghavan, Ram","Chandos Publishing","","","","","","","","","human capital approaches, Application oriented learning, Structural capital, customer capital, ICSE, University rating, HR challenges, Resource based view, Employee value quantification, Strategic HR, Strategic Alignment, strategic action, Employee behaviour and value added, multi dimensional behaviour frameworks, HR frameworks, HR score card, Skandia indicator, Human resource accounting, Personnel economics, Game theory, HR manager development challenges, Talent management ","",""
7,"","Rakoczy201363","Rakoczy, Katrin; Harks, Birgit; Klieme, Eckhard; Blum, Werner & Hochweber, Jan","Written feedback in mathematics: Mediated by students' perception, moderated by goal orientation ","Learning and Instruction ",27,,"","63 - 73",2013,"","","http://www.sciencedirect.com/science/article/pii/S0959475213000297","","","","","","","","","","","","","","","Feedback, Perceived usefulness, Perceived competence, Mastery approach goal orientation, Mathematics ","",""
7,"","Reijers2005458","Reijers, Hajo A. & van der Aalst, Wil M. P.","The effectiveness of workflow management systems: Predictions and lessons learned ","International Journal of Information Management ",25,5,"","458 - 472",2005,"","","http://www.sciencedirect.com/science/article/pii/S0268401205000423","","","","","","","","","","","","","","","Workflow management, Business processes, IT effectiveness, Simulation ","",""
7,"","Resing2016110","Resing, Wilma C. M.; Bakker, Merel; Pronk, Christine M. E. & Elliott, Julian G.","Dynamic testing and transfer: An examination of children's problem-solving strategies ","Learning and Individual Differences ",49,,"","110 - 119",2016,"","","http://www.sciencedirect.com/science/article/pii/S1041608016300607","","","","","","","","","","","","","","","Dynamic testing, Transfer, Strategy-use, Figural analogies, Inductive reasoning ","",""
7,"","Riaz2006719","Riaz, Z.; Edwards, D. J. & Thorpe, A.","SightSafety: A hybrid information and communication technology system for reducing vehicle/pedestrian collisions ","Automation in Construction ",15,6,"","719 - 728",2006,"","Knowledge Enabled Information System Applications in Construction ","http://www.sciencedirect.com/science/article/pii/S0926580505001299","","","","","","","","","","","","","","","SightSafety, Information communication technology, Wireless communication, Plant accidents, IT in construction, Construction site safety ","",""
7,"","Rijo20151217","Rijo, Rui; Martinho, Ricardo & Ermida, Diogo","Developing an Enterprise Architecture Proof of Concept in a Portuguese Hospital ","Procedia Computer Science ",64,,"","1217 - 1225",2015,"","Conference on \{ENTERprise\} Information Systems/International Conference on Project MANagement/Conference on Health and Social Care Information Systems and Technologies, CENTERIS/ProjMAN / \{HCist\} 2015 October 7-9, 2015 ","http://www.sciencedirect.com/science/article/pii/S1877050915026460","","","","","","","","","","","","","","","Enterprise Architecture, Strategic Management, Health Information Systems Management ","",""
7,"","Robey199523","Robey, Daniel; Wishart, Nicole A. & Rodriguez-Diaz, Andres G.","Merging the metaphors for organizational improvement: Business process reengineering as a component of organizational learning ","Accounting, Management and Information Technologies ",5,1,"","23 - 39",1995,"","Special Issue Information Technology and Organizational Learning ","http://www.sciencedirect.com/science/article/pii/0959802295900128","","","","","","","","","","","","","","","","",""
7,"","Robinson2008301","Robinson, Paul T. & Zhou, Mei-fu","The origin and tectonic setting of ophiolites in China ","Journal of Asian Earth Sciences ",32,5–6,"","301 - 307",2008,"","The Origin and Tectonic Setting of Ophiolites in China ","http://www.sciencedirect.com/science/article/pii/S1367912007002180","","","","","","","","","","","","","","","China, Ophiolites, Classification, Lithology, Composition, Emplacement, Tectonic environment ","",""
5,"978-0-12-799959-3","vonRosing2015613","von Rosing, Mark; Bohn, Hendrik; von Scheel, Gabriel; Conzo, Richard & Hove, Maria","Business Process Portfolio Management ","",,,"","613 - 634",2015,"Boston","","http://www.sciencedirect.com/science/article/pii/B9780127999593000306","The Complete Business Process Handbook ","","","","Rosing, Mark von; Scheer, August-Wilhelm & Scheel, Henrik von","Morgan Kaufmann","","","","","","","","","Accurate information, BPM portfolio management, BPPM, Contemporary \{BPM\} approaches, Feedback loop, Implementing BPPM, Process portfolio ","",""
5,"978-0-12-799959-3","vonRosing2015681","von Rosing, Mark; Scheer, August-Wilhelm & von Scheel, Henrik","Process Architect Training ","",,,"","681 - 683",2015,"Boston","","http://www.sciencedirect.com/science/article/pii/B9780127999593000379","The Complete Business Process Handbook ","","","","Rosing, Mark von; Scheer, August-Wilhelm & Scheel, Henrik von","Morgan Kaufmann","","","","","","","","","Architecture, Certificate, Learning model, Performance mentoring, Process architect, Years of experience ","",""
5,"978-0-12-799959-3","vonRosing2015677","von Rosing, Mark; Scheer, August-Wilhelm & von Scheel, Henrik","Process Expert Training ","",,,"","677 - 679",2015,"Boston","","http://www.sciencedirect.com/science/article/pii/B9780127999593000367","The Complete Business Process Handbook ","","","","Rosing, Mark von; Scheer, August-Wilhelm & Scheel, Henrik von","Morgan Kaufmann","","","","","","","","","Certificate, Learning model, Modeling, Performance mentoring, Process expert, Years of experience ","",""
7,"","Rosner1993347","Rosner, Michael & Baj, Fabio","Portable \AI\ lab for teaching artificial intelligence ","Education and Computing ",8,4,"","347 - 355",1993,"","Issue on #Teaching##advanced##subjects##in##Informatics#","http://www.sciencedirect.com/science/article/pii/0167928793904516","","","","","","","","","","","","","","","artificial intelligence, logic, natural language processing, integrated environment ","",""
7,"","Rourk20007","Rourk, Will","Virtual biochemistry — a case study ","Future Generation Computer Systems ",17,1,"","7 - 14",2000,"","","http://www.sciencedirect.com/science/article/pii/S0167739X99000953","","","","","","","","","","","","","","","VRML, Education, CD-ROM, Biochemistry, Interactive, Dynamic media, World wide web, 3D content, Textbook illustration, Supplemental information ","",""
7,"","Roy2003605","Roy, Subroto","\OK\ you are now an approved supplier—but you still do not get orders: Understanding the case of the P-Card ","Industrial Marketing Management ",32,7,"","605 - 613",2003,"","","http://www.sciencedirect.com/science/article/pii/S001985010300018X","","","","","","","","","","","","","","","P-Card, Purchase card, Knowledge-based view, Approved supplier, B2B E-commerce, B-to-B E-commerce, Electronic business processes, Organizational learning, Centralized purchasing, Decentralized purchasing ","",""
7,"","Ruhi2016198","Ruhi, Umar","An experiential learning pedagogical framework for enterprise systems education in business schools ","The International Journal of Management Education ",14,2,"","198 - 211",2016,"","","http://www.sciencedirect.com/science/article/pii/S1472811716300222","","","","","","","","","","","","","","","Experiential learning, Enterprise systems, Enterprise resource planning, ERP, Pedagogy, Teaching practice ","",""
7,"","Sackett19929","Sackett, Peter & McCluney, David","Inter enterprise CIM—a mechanism for graduate education ","Robotics and Computer-Integrated Manufacturing ",9,1,"","9 - 13",1992,"","","http://www.sciencedirect.com/science/article/pii/073658459290014W","","","","","","","","","","","","","","","","",""
7,"","Sadiq2005349","Sadiq, Shazia W.; Orlowska, Maria E. & Sadiq, Wasim","Specification and validation of process constraints for flexible workflows ","Information Systems ",30,5,"","349 - 378",2005,"","","http://www.sciencedirect.com/science/article/pii/S0306437904000456","","","","","","","","","","","","","","","Flexible workflows, Process modeling, Workflow verification ","",""
7,"","Salimi2012828","Salimi, Asghar; Dadashpopur, Soghra; Shafaei, Ali & Asadollahfam, Hassan","Critical Review of Approaches to Foreign Language Syllabus Design: Task-Based Syllabus (A Shortcut) ","Procedia - Social and Behavioral Sciences ",46,,"","828 - 832",2012,"","4th \{WORLD\} \{CONFERENCE\} \{ON\} \{EDUCATIONAL\} \{SCIENCES\} (WCES-2012) 02-05 February 2012 Barcelona, Spain ","http://www.sciencedirect.com/science/article/pii/S1877042812013365","","","","","","","","","","","","","","","Syllabus, product-oriented syllabi, process-oriented syllabi, task-based syllabus ","",""
7,"","Sànchez1996275","Sànchez, Miquel; Cortés, Ulises; Lafuente, Javier; Roda, Ignasi R. & Poch, Manel","DAI-DEPUR: an integrated and distributed architecture for wastewater treatment plants supervision ","Artificial Intelligence in Engineering ",10,3,"","275 - 285",1996,"","","http://www.sciencedirect.com/science/article/pii/0954181096000040","","","","","","","","","","","","","","","integrated \{AI\} systems, distributed \{AI\} systems, knowledge-based systems, real-time supervision and control, wastewater treatment, knowledge engineering, environmental engineering ","",""
7,"","Sara201587","Sara, Susan J.","Locus Coeruleus in time with the making of memories ","Current Opinion in Neurobiology ",35,,"","87 - 94",2015,"","Circuit plasticity and memory ","http://www.sciencedirect.com/science/article/pii/S0959438815001129","","","","","","","","","","","","","","","","",""
7,"","Sarkis2003431","Sarkis, Joseph & Sundarraj, R. P.","Managing large-scale global enterprise resource planning systems: a case study at Texas Instruments ","International Journal of Information Management ",23,5,"","431 - 442",2003,"","","http://www.sciencedirect.com/science/article/pii/S0268401203000707","","","","","","","","","","","","","","","Enterprise Resource Planning, Information Systems Implementation, Business Process Reengineering, Electronic Commerce ","",""
7,"","Savolainen1997217","Savolainen, Tapani","Simulation games in \CIM\ and the learning organisation ","Computers in Industry ",33,2–3,"","217 - 221",1997,"","Co-Operation in Manufacturing Systems, \{CIM\} at Work ","http://www.sciencedirect.com/science/article/pii/S0166361597000274","","","","","","","","","","","","","","","Simulation games, CIM, Learning organisation, Project management simulation game, Business process simulation game, PMSG, BPSG ","",""
7,"","Sayed2015330","Sayed, Yusuf & Ahmed, Rashid","Education quality, and teaching and learning in the post-2015 education agenda ","International Journal of Educational Development ",40,,"","330 - 338",2015,"","","http://www.sciencedirect.com/science/article/pii/S0738059314001138","","","","","","","","","","","","","","","Teaching, Learning, Education quality, UNESCO, Development, Post-2015 ","",""
7,"","Schiffer2016","Schiffer, Anne-Marike; Siletti, Kayla; Waszak, Florian & Yeung, Nick","Adaptive behaviour and feedback processing integrate experience and instruction in reinforcement learning ","NeuroImage ",,,""," - ",2016,"","","http://www.sciencedirect.com/science/article/pii/S1053811916304499","","","","","","","","","","","","","","","","",""
7,"","Schmitz201535","Schmitz, Birgit; Klemke, Roland; Walhout, Jaap & Specht, Marcus","Attuning a mobile simulation game for school children using a design-based research approach ","Computers & Education ",81,,"","35 - 48",2015,"","","http://www.sciencedirect.com/science/article/pii/S0360131514002012","","","","","","","","","","","","","","","Mobile learning, Serious games, Health education, Design-based research (DBR) ","",""
7,"","Schnitzer200531","Schnitzer, Marc L. & Pedreira, Mark A.","A neuropsychological theory of metaphor ","Language Sciences ",27,1,"","31 - 49",2005,"","","http://www.sciencedirect.com/science/article/pii/S0388000104000695","","","","","","","","","","","","","","","Cognition, Connectionism, Metaphor, Neural network, Neuropsychology, Structural realism ","",""
7,"","Sedrakyan2014486","Sedrakyan, Gayane; Snoeck, Monique & Weerdt, Jochen De","Process mining analysis of conceptual modeling behavior of novices – empirical study using \JMermaid\ modeling and experimental logging environment ","Computers in Human Behavior ",41,,"","486 - 503",2014,"","","http://www.sciencedirect.com/science/article/pii/S0747563214005123","","","","","","","","","","","","","","","Teaching/learning conceptual modeling, Process-oriented feedback, Conceptual modeling pattern, Information systems education, Process mining, Learning data analytics ","",""
7,"","Sedrakyan2016352","Sedrakyan, Gayane; Weerdt, Jochen De & Snoeck, Monique","Process-mining enabled feedback: “Tell me what I did wrong” vs. “tell me how to do it right” ","Computers in Human Behavior ",57,,"","352 - 376",2016,"","","http://www.sciencedirect.com/science/article/pii/S0747563215303113","","","","","","","","","","","","","","","Teaching/learning modeling, Domain modeling, Conceptual modeling, Process-oriented feedback, Modeling patterns, Information systems education, Process mining, Learning analytics ","",""
7,"","Shafiq20141","Shafiq, Omair; Alhajj, Reda & Rokne, Jon","Log based business process engineering using fuzzy web service discovery ","Knowledge-Based Systems ",60,,"","1 - 9",2014,"","","http://www.sciencedirect.com/science/article/pii/S0950705113003791","","","","","","","","","","","","","","","Business process, Engineering, Mining, Discovery, Semantics ","",""
7,"","Shanley200283","Shanley, Patricia & Gaia, Gloria Rodrigues","Equitable ecology: collaborative learning for local benefit in Amazonia ","Agricultural Systems ",73,1,"","83 - 97",2002,"","","http://www.sciencedirect.com/science/article/pii/S0308521X01001019","","","","","","","","","","","","","","","Benefit sharing, Biodiversity, Non-timber forest products, Amazonia, Learning systems ","",""
5,"978-0-12-394443-6","Shiffman2015453","Shiffman, Daniel","20 - Sound ","",,,"","453 - 472",2015,"Boston","","http://www.sciencedirect.com/science/article/pii/B9780123944436500202","Learning Processing (Second Edition) ","","Second Edition","The Morgan Kaufmann Series in Interactive 3D Technology; The Morgan Kaufmann Series in Computer Graphics","Shiffman, Daniel","Morgan Kaufmann","","","","","","","","","","",""
7,"","Shu20131202","Shu, Libing; Liu, Shifeng & Li, Liping","Study on Business Process Knowledge Creation and Optimization in Modern Manufacturing Enterprises ","Procedia Computer Science ",17,,"","1202 - 1208",2013,"","First International Conference on Information Technology and Quantitative Management ","http://www.sciencedirect.com/science/article/pii/S187705091300286X","","","","","","","","","","","","","","","modern manufacturing enterprise, business process, process knowledge, knowledge creation ","",""
7,"","Shukri2015202","Shukri, Nur Faezah Mohd & Ramli, Aliza","Organizational Structure and Performances of Responsible Malaysian Healthcare Providers: A Balanced Scorecard Perspective ","Procedia Economics and Finance ",28,,"","202 - 212",2015,"","7th \{INTERNATIONAL\} \{CONFERENCE\} \{ON\} \{FINANCIAL\} \{CRIMINOLOGY\} 2015, 7th \{ICFC\} 2015, 13-14 April 2015,Wadham College, Oxford University, United Kingdom ","http://www.sciencedirect.com/science/article/pii/S2212567115011016","","","","","","","","","","","","","","","Balanced Scorecard, Private Hospitals, Organizational Structure, Performance, Responsible Healthcare Providers ","",""
7,"","Škerlavaj2007346","Škerlavaj, Miha; Štemberger, Mojca Indihar; Škrinjar, Rok & Dimovski, Vlado","Organizational learning culture—the missing link between business process change and organizational performance ","International Journal of Production Economics ",106,2,"","346 - 367",2007,"","Special section on organizational structure, culture and operations management: an empirical missing link ","http://www.sciencedirect.com/science/article/pii/S0925527306002040","","","","","","","","","","","","","","","Organizational learning culture, Competing values framework, Organizational performance, Structural equation modeling ","",""
7,"","Slaats1999475","Slaats, Angelique; Lodewijks, Hans G. L. C. & van der Sanden, Johan M. M.","Learning styles in secondary vocational education: disciplinary differences ","Learning and Instruction ",9,5,"","475 - 492",1999,"","","http://www.sciencedirect.com/science/article/pii/S0959475299000079","","","","","","","","","","","","","","","Learning styles, Vocational education, Disciplinary differences ","",""
7,"","Slater1991239","Slater, C. Stewart","Teaching the engineering aspects of membrane process technology ","Journal of Membrane Science ",62,3,"","239 - 247",1991,"","","http://www.sciencedirect.com/science/article/pii/0376738891800414","","","","","","","","","","","","","","","ultrafiltration, gas separations, reverse osmosis, education, curriculum ","",""
7,"","Sleiman201461","Sleiman, Hassan A. & Corchuelo, Rafael","A class of neural-network-based transducers for web information extraction ","Neurocomputing ",135,,"","61 - 68",2014,"","","http://www.sciencedirect.com/science/article/pii/S0925231213011387","","","","","","","","","","","","","","","web wrappers, web information extraction, neural networks, finite automata, machine learning, supervised method ","",""
7,"","Smith1992519","Smith, Alice E. & Yazici, Hulya","An intelligent composite system for statistical process control ","Engineering Applications of Artificial Intelligence ",5,6,"","519 - 526",1992,"","","http://www.sciencedirect.com/science/article/pii/095219769290028I","","","","","","","","","","","","","","","Statistical process control, neural networks, expert systems, intelligent process control, plastic extrusion, quality control, knowledge-based systems ","",""
7,"","SolísMartínez20141864","Solís-Martínez, Jaime; Espada, Jordán Pascual; G-Bustelo, B. Cristina Pelayo & Lovelle, Juan Manuel Cueva","\BPMN\ MUSIM: Approach to improve the domain expert’s efficiency in business processes modeling for the generation of specific software applications ","Expert Systems with Applications ",41,4, Part 2,"","1864 - 1874",2014,"","","http://www.sciencedirect.com/science/article/pii/S0957417413007045","","","","","","","","","","","","","","","Business process modeling, Domain experts systems, BPMN, Modeling tools, Software generation ","",""
5,"978-0-12-443875-0","DeSouza2000103","Souza, R. De & Ying, Zhao Zhen","4 - Intensive Knowledge-Based Enterprise Modelling ","",,,"","103 - 123",2000,"San Diego","","http://www.sciencedirect.com/science/article/pii/B9780124438750500057","Knowledge-Based Systems ","","","","Leondes, Cornelius T.","Academic Press","","","","","","","","","","",""
7,"","Sprey1997285","Sprey, Marianne; Dlamini, Barbara & Hee, Jan Van","Teaching academic subjects in Swazi preschools ","International Journal of Educational Development ",17,3,"","285 - 293",1997,"","","http://www.sciencedirect.com/science/article/pii/S0738059396000739","","","","","","","","","","","","","","","","",""
7,"","Staccini2007383","Staccini, Pascal; Hergon, Eric; Joubert, Michel & Fieschi, Marius","Collaborative and workflow-oriented digital portfolio: Creating a web-based tool to support a nationwide program of practices evaluation in the blood transfusion area ","International Journal of Medical Informatics ",76,5–6,"","383 - 392",2007,"","#Virtual##Biomedical##Universities##and##E-Learning# and #Secure##eHealth:##Managing##Risk##to##Patient##Data#E-Learning and Secure eHealth Double S.I. ","http://www.sciencedirect.com/science/article/pii/S138650560700007X","","","","","","","","","","","","","","","Health education, Information systems, Professional competence, Certification, Blood transfusion ","",""
7,"","Stafford1998163","Stafford, J. E. H.","LIMS: an automating or informating technology? ","Laboratory Automation & Information Management ",33,3,"","163 - 168",1998,"","","http://www.sciencedirect.com/science/article/pii/S1381141X98800026","","","","","","","","","","","","","","","Laboratory automation, Informating strategy, User satisfaction, Data-centric, LIMS, Process-centric ","",""
7,"","Stausberg2003301","Stausberg, Jürgen; Bilir, Hüseyin; Waydhas, Christian & Ruchholtz, Steffen","Guideline validation in multiple trauma care through business process modeling ","International Journal of Medical Informatics ",70,2–3,"","301 - 307",2003,"","\{MIE\} 2002 Special Issue ","http://www.sciencedirect.com/science/article/pii/S1386505603000571","","","","","","","","","","","","","","","Multiple trauma, Guidelines, Surgery, Business process modeling, Quality management, Algorithms ","",""
7,"","Strijbos2004403","Strijbos, J. W.; Martens, R. L. & Jochems, W. M. G.","Designing for interaction: Six steps to designing computer-supported group-based learning ","Computers & Education ",42,4,"","403 - 424",2004,"","","http://www.sciencedirect.com/science/article/pii/S0360131503001118","","","","","","","","","","","","","","","Cooperative/collaborative learning, Computer-mediated communication, Distributed learning environments, Interactive learning environments, Distance education and telelearning ","",""
7,"","Strijbos2007389","Strijbos, Jan-Willem & Fischer, Frank","Methodological challenges for collaborative learning research ","Learning and Instruction ",17,4,"","389 - 393",2007,"","Methodological Challenges for Collaborative Learning Research ","http://www.sciencedirect.com/science/article/pii/S0959475207000503","","","","","","","","","","","","","","","Collaborative learning, Cooperative Learning, Computer-Supported Collaborative Learning (CSCL), Methodology, Description standards, Process Analyses ","",""
7,"","Subirana2003598","Subirana, Brian & Bain, Malcolm","Architecting and Managing Virtual Learning Networks:: A Business Process-orientated Approach to Legal Compliance ","European Management Journal ",21,5,"","598 - 613",2003,"","","http://www.sciencedirect.com/science/article/pii/S0263237303001099","","","","","","","","","","","","","","","Software agents, Law, IPR, Privacy, Computer programming, Processes, Virtual learning networks, Legal architecture ","",""
7,"","Temponi2006222","Temponi, Cecilia","Scalable enterprise systems: Quality management issues ","International Journal of Production Economics ",99,1–2,"","222 - 235",2006,"","Control and Management of Productive SystemsControl and Management of Productive Systems ","http://www.sciencedirect.com/science/article/pii/S0925527304004633","","","","","","","","","","","","","","","Scalable enterprises, Quality management, Enterprise engineering, Management strategy ","",""
7,"","Trumpold1992463","Trumpold, H.; Chemnitz, T. U. & Mack, R.","Process-Integrated Measurements for Quality Control with Turning ","\{CIRP\} Annals - Manufacturing Technology ",41,1,"","463 - 465",1992,"","","http://www.sciencedirect.com/science/article/pii/S0007850607612451","","","","","","","","","","","","","","","Processquality, sensorsystem, turning, force measurement, monitoring ","",""
7,"","Tsamenyi2010428","Tsamenyi, Mathew; Onumah, Joseph & Tetteh-Kumah, Edmund","Post-privatization performance and organizational changes: Case studies from Ghana ","Critical Perspectives on Accounting ",21,5,"","428 - 442",2010,"","","http://www.sciencedirect.com/science/article/pii/S1045235408000178","","","","","","","","","","","","","","","Privatization, Performance evaluation, Balanced scorecard, Less developed countries, Ghana ","",""
5,"978-0-12-805187-0","Tsui201683","Tsui, E.","Chapter 6 - Lessons learned from nearly 200 cases of \KM\ journeys by Hong Kong and Asian Enterprises ","",,,"","83 - 95",2016,"Boston","","http://www.sciencedirect.com/science/article/pii/B9780128051870000061","Successes and Failures of Knowledge Management ","","","","Liebowitz, Jay","Morgan Kaufmann","","","","","","","","","knowledge management, taxonomy, knowledge management systems, portals ","",""
7,"","Turetken2011235","Turetken, Oktay & Demirors, Onur","Plural: A decentralized business process modeling method ","Information & Management ",48,6,"","235 - 247",2011,"","","http://www.sciencedirect.com/science/article/pii/S0378720611000541","","","","","","","","","","","","","","","Business process modeling, Decentralized process modeling, Process improvement, Process owner, User involvement ","",""
7,"","Ungureanu2013868","Ungureanu, Cristina & Stan, Andreea","Students as Actors in Teachers’ Socialization. A Sociolinguistic Study within the Romanian Context ","Procedia - Social and Behavioral Sciences ",76,,"","868 - 872",2013,"","5th International Conference EDU-WORLD 2012 - Education Facing Contemporary World Issues ","http://www.sciencedirect.com/science/article/pii/S1877042813007659","","","","","","","","","","","","","","","Socialisation, Teachers, Subjectivity, Enunciation, Markers ","",""
5,"978-0-7506-8227-5","Vallero2007343","Vallero, Daniel A.","Epilogue: Practical Bioethics ","",,,"","343 - 356",2007,"Burlington","","http://www.sciencedirect.com/science/article/pii/B978075068227550014X","Biomedical Ethics for Engineers ","","","","Vallero, Daniel A.","Academic Press","","","","","","","","","","",""
7,"","Vanderhasselt2016","Vanderhasselt, Marie-Anne; Brose, Annette; Koster, Ernst H. W. & de Raedt, Rudi","Co-variation between stressful events and rumination predicts depressive symptoms: An eighteen months prospective design in undergraduates ","Behaviour Research and Therapy ",,,""," - ",2016,"","","http://www.sciencedirect.com/science/article/pii/S0005796716301607","","","","","","","","","","","","","","","Stressful events, Rumination, Depressive symptoms, Prospective design ","",""
7,"","Verdouw2015125","Verdouw, C. N.; Robbemond, R. M. & Wolfert, J.","\ERP\ in agriculture: Lessons learned from the Dutch horticulture ","Computers and Electronics in Agriculture ",114,,"","125 - 133",2015,"","","http://www.sciencedirect.com/science/article/pii/S016816991500109X","","","","","","","","","","","","","","","Enterprise resource planning, Enterprise integration, Adoption, ICT, Farm management information systems, Food and agribusiness ","",""
7,"","Verdouw2016128","Verdouw, C. N.; Wolfert, J.; Beulens, A. J. M. & Rialland, A.","Virtualization of food supply chains with the internet of things ","Journal of Food Engineering ",176,,"","128 - 136",2016,"","Virtualization of Processes in Food Engineering ","http://www.sciencedirect.com/science/article/pii/S026087741530056X","","","","","","","","","","","","","","","Virtual objects, Food chains, Internet of things, Traceability, Fish distribution ","",""
7,"","Verduijn2007609","Verduijn, Marion; Peek, Niels; Rosseel, Peter M. J.; de Jonge, Evert & de Mol, Bas A. J. M.","Prognostic Bayesian networks: I: Rationale, learning procedure, and clinical use ","Journal of Biomedical Informatics ",40,6,"","609 - 618",2007,"","Intelligent Data Analysis in Biomedicine ","http://www.sciencedirect.com/science/article/pii/S1532046407000615","","","","","","","","","","","","","","","Prognosis, Health care process, Bayesian network, Network learning procedure ","",""
7,"","Verduijn2007619","Verduijn, Marion; Rosseel, Peter M. J.; Peek, Niels; de Jonge, Evert & de Mol, Bas A. J. M.","Prognostic Bayesian networks: II: An application in the domain of cardiac surgery ","Journal of Biomedical Informatics ",40,6,"","619 - 630",2007,"","Intelligent Data Analysis in Biomedicine ","http://www.sciencedirect.com/science/article/pii/S1532046407000639","","","","","","","","","","","","","","","Prognostic model, Bayesian network, Health care process, Cardiac surgery ","",""
7,"","Vermunt1999257","Vermunt, Jan D. & Verloop, Nico","Congruence and friction between learning and teaching ","Learning and Instruction ",9,3,"","257 - 280",1999,"","","http://www.sciencedirect.com/science/article/pii/S0959475298000280","","","","","","","","","","","","","","","","",""
7,"","Vetschera1994363","Vetschera, Rodolf","MCView: An integrated graphical system to support multi-attribute decisions ","Decision Support Systems ",11,4,"","363 - 371",1994,"","","http://www.sciencedirect.com/science/article/pii/0167923694900817","","","","","","","","","","","","","","","Multi-attribute decision making, Graphical user interface, Preference representation ","",""
7,"","Vrieling2010141","Vrieling, E. M.; Bastiaens, T. J. & Stijnen, S.","Process-oriented design principles for promoting self-regulated learning in primary teacher education ","International Journal of Educational Research ",49,4–5,"","141 - 150",2010,"","","http://www.sciencedirect.com/science/article/pii/S0883035511000024","","","","","","","","","","","","","","","Higher education, Pre-service teacher learning, Process-oriented learning, Scaffolding, Self-regulated learning ","",""
7,"","Wachtel1999431","Wachtel, T. L.; Hartford, C. E. & Hughes, J. A.","Building a Balanced Scorecard for a burn center ","Burns ",25,5,"","431 - 437",1999,"","","http://www.sciencedirect.com/science/article/pii/S0305417999000248","","","","","","","","","","","","","","","Balanced Scorecard, Finance, Customer service, Internal business processes, Innovation ","",""
